Student_ID,Grade,Subject,Feedback_Text,Sentiment_Label
STU12057,Grade 10,Science,I feel confused during many classes.,Negative
STU12058,Grade 7,English,The teacher uses examples that make learning easy.,Positive
STU12059,Grade 9,Social Science,The teaching style needs improvement.,Negative
STU12060,Grade 9,Social Science,The subject is okay but could be taught better.,Neutral
STU12061,Grade 8,Tamil,The subject is okay but could be taught better.,Neutral
STU12062,Grade 9,English,Classes are engaging and doubts are explained patiently.,Positive
STU12063,Grade 9,English,I enjoy this subject because the teacher teaches very well.,Positive
STU12064,Grade 7,English,More examples are needed to understand the lessons.,Negative
STU12065,Grade 10,English,The teaching style needs improvement.,Negative
STU12066,Grade 10,Social Science,Teaching is neither very good nor very bad.,Neutral
STU12067,Grade 10,Science,Lessons are acceptable but can be improved.,Neutral
STU12068,Grade 6,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU12069,Grade 8,English,Classes are engaging and doubts are explained patiently.,Positive
STU12070,Grade 7,English,Classes are average and sometimes interesting.,Neutral
STU12071,Grade 10,Mathematics,The subject is okay but could be taught better.,Neutral
STU12072,Grade 10,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU12073,Grade 10,Science,Classes are sometimes boring and difficult to follow.,Negative
STU12074,Grade 6,Tamil,Classes are average and sometimes interesting.,Neutral
STU12075,Grade 9,Tamil,The subject is manageable but not very interesting.,Neutral
STU12076,Grade 6,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12077,Grade 8,Social Science,Teaching is neither very good nor very bad.,Neutral
STU12078,Grade 10,Social Science,The subject is okay but could be taught better.,Neutral
STU12079,Grade 8,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU12080,Grade 7,Tamil,Teaching is neither very good nor very bad.,Neutral
STU12081,Grade 8,Science,Teaching is neither very good nor very bad.,Neutral
STU12082,Grade 9,English,The teaching style needs improvement.,Negative
STU12083,Grade 6,Science,The subject is manageable but not very interesting.,Neutral
STU12084,Grade 10,Science,Classes are sometimes boring and difficult to follow.,Negative
STU12085,Grade 9,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU12086,Grade 8,Mathematics,I feel confused during many classes.,Negative
STU12087,Grade 10,English,Classes are average and sometimes interesting.,Neutral
STU12088,Grade 8,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU12089,Grade 10,Tamil,The teaching style needs improvement.,Negative
STU12090,Grade 10,Science,Teaching is neither very good nor very bad.,Neutral
STU12091,Grade 8,English,The teacher explains too fast and it is hard to understand.,Negative
STU12092,Grade 8,Science,The teacher explains too fast and it is hard to understand.,Negative
STU12093,Grade 10,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU12094,Grade 10,English,Teaching is neither very good nor very bad.,Neutral
STU12095,Grade 6,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU12096,Grade 9,English,The subject is manageable but not very interesting.,Neutral
STU12097,Grade 9,Science,Classes are sometimes boring and difficult to follow.,Negative
STU12098,Grade 9,Science,Classes are engaging and doubts are explained patiently.,Positive
STU12099,Grade 8,Social Science,The teaching style needs improvement.,Negative
STU12100,Grade 8,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12101,Grade 9,Science,Classes are engaging and doubts are explained patiently.,Positive
STU12102,Grade 7,Science,This subject is taught in a clear and understandable way.,Positive
STU12103,Grade 6,English,I feel confused during many classes.,Negative
STU12104,Grade 7,Science,Classes are engaging and doubts are explained patiently.,Positive
STU12105,Grade 9,Mathematics,Classes are average and sometimes interesting.,Neutral
STU12106,Grade 8,Social Science,The subject is okay but could be taught better.,Neutral
STU12107,Grade 9,Science,The teaching style needs improvement.,Negative
STU12108,Grade 10,Tamil,The subject is manageable but not very interesting.,Neutral
STU12109,Grade 8,English,The teaching style needs improvement.,Negative
STU12110,Grade 6,English,The teacher uses examples that make learning easy.,Positive
STU12111,Grade 6,Science,Classes are average and sometimes interesting.,Neutral
STU12112,Grade 10,Science,The teacher uses examples that make learning easy.,Positive
STU12113,Grade 8,Tamil,I feel confused during many classes.,Negative
STU12114,Grade 7,English,Classes are sometimes boring and difficult to follow.,Negative
STU12115,Grade 9,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12116,Grade 7,Mathematics,Classes are average and sometimes interesting.,Neutral
STU12117,Grade 10,Science,Teaching is neither very good nor very bad.,Neutral
STU12118,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12119,Grade 10,Science,Classes are engaging and doubts are explained patiently.,Positive
STU12120,Grade 7,Social Science,Teaching is neither very good nor very bad.,Neutral
STU12121,Grade 6,Mathematics,Classes are average and sometimes interesting.,Neutral
STU12122,Grade 10,English,Classes are average and sometimes interesting.,Neutral
STU12123,Grade 8,Tamil,This subject is taught in a clear and understandable way.,Positive
STU12124,Grade 9,English,Classes are engaging and doubts are explained patiently.,Positive
STU12125,Grade 8,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU12126,Grade 8,Mathematics,I feel confused during many classes.,Negative
STU12127,Grade 6,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU12128,Grade 8,English,The teaching style needs improvement.,Negative
STU12129,Grade 6,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU12130,Grade 10,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12131,Grade 9,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU12132,Grade 6,Social Science,The teaching style needs improvement.,Negative
STU12133,Grade 6,Science,Classes are sometimes boring and difficult to follow.,Negative
STU12134,Grade 6,English,The subject is okay but could be taught better.,Neutral
STU12135,Grade 8,Science,The teacher explains too fast and it is hard to understand.,Negative
STU12136,Grade 10,English,Classes are average and sometimes interesting.,Neutral
STU12137,Grade 9,Science,The teacher explains too fast and it is hard to understand.,Negative
STU12138,Grade 6,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU12139,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU12140,Grade 7,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU12141,Grade 10,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12142,Grade 8,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU12143,Grade 7,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU12144,Grade 6,Science,The teacher explains too fast and it is hard to understand.,Negative
STU12145,Grade 6,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12146,Grade 6,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12147,Grade 8,Tamil,The subject is manageable but not very interesting.,Neutral
STU12148,Grade 9,Tamil,I feel confused during many classes.,Negative
STU12149,Grade 8,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU12150,Grade 9,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12151,Grade 8,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU12152,Grade 9,English,The teacher uses examples that make learning easy.,Positive
STU12153,Grade 10,Tamil,This subject is taught in a clear and understandable way.,Positive
STU12154,Grade 8,Social Science,Teaching is neither very good nor very bad.,Neutral
STU12155,Grade 8,Science,The subject is okay but could be taught better.,Neutral
STU12156,Grade 6,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU12157,Grade 7,English,I enjoy this subject because the teacher teaches very well.,Positive
STU12158,Grade 9,Mathematics,The subject is okay but could be taught better.,Neutral
STU12159,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU12160,Grade 7,Social Science,The subject is manageable but not very interesting.,Neutral
STU12161,Grade 6,Mathematics,The teacher uses examples that make learning easy.,Positive
STU12162,Grade 9,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12163,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU12164,Grade 7,Tamil,Teaching is neither very good nor very bad.,Neutral
STU12165,Grade 7,Social Science,Classes are average and sometimes interesting.,Neutral
STU12166,Grade 8,Mathematics,The teaching style needs improvement.,Negative
STU12167,Grade 10,English,I enjoy this subject because the teacher teaches very well.,Positive
STU12168,Grade 6,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU12169,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU12170,Grade 6,English,This subject is taught in a clear and understandable way.,Positive
STU12171,Grade 6,Mathematics,The teaching style needs improvement.,Negative
STU12172,Grade 9,Tamil,The subject is manageable but not very interesting.,Neutral
STU12173,Grade 9,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU12174,Grade 8,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU12175,Grade 6,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU12176,Grade 8,Tamil,The teaching style needs improvement.,Negative
STU12177,Grade 7,English,The subject is okay but could be taught better.,Neutral
